3.996892e+002,0.000000e+000
4.016177e+002,0.000000e+000
4.035463e+002,0.000000e+000
4.054748e+002,0.000000e+000
4.074033e+002,0.000000e+000
4.093318e+002,0.000000e+000
4.112604e+002,0.000000e+000
4.131889e+002,0.000000e+000
4.151175e+002,0.000000e+000
4.170460e+002,0.000000e+000
4.189745e+002,0.000000e+000
4.209031e+002,0.000000e+000
4.228316e+002,0.000000e+000
4.247602e+002,0.000000e+000
4.266887e+002,0.000000e+000
4.286172e+002,0.000000e+000
4.305457e+002,0.000000e+000
4.324743e+002,0.000000e+000
4.344028e+002,0.000000e+000
4.363314e+002,0.000000e+000
4.382599e+002,0.000000e+000
4.401884e+002,0.000000e+000
4.421170e+002,0.000000e+000
4.440455e+002,0.000000e+000
4.459741e+002,0.000000e+000
4.479026e+002,0.000000e+000
4.498311e+002,0.000000e+000
4.517596e+002,0.000000e+000
4.536882e+002,0.000000e+000
4.556167e+002,0.000000e+000
4.575453e+002,0.000000e+000
4.594738e+002,0.000000e+000
4.614023e+002,0.000000e+000
4.633309e+002,0.000000e+000
4.652594e+002,0.000000e+000
4.671880e+002,0.000000e+000
4.691165e+002,0.000000e+000
4.710450e+002,0.000000e+000
4.729736e+002,0.000000e+000
4.749021e+002,0.000000e+000
4.768306e+002,0.000000e+000
4.787592e+002,0.000000e+000
4.806877e+002,0.000000e+000
4.826162e+002,0.000000e+000
4.845448e+002,0.000000e+000
4.864733e+002,0.000000e+000
4.884019e+002,0.000000e+000
4.903304e+002,0.000000e+000
4.922589e+002,0.000000e+000
4.941875e+002,0.000000e+000
4.961160e+002,0.000000e+000
4.980445e+002,0.000000e+000
4.999731e+002,9.977000e+001
5.019016e+002,9.977000e+001
5.038301e+002,9.977000e+001
5.057587e+002,9.977000e+001
5.076872e+002,9.977000e+001
5.096158e+002,9.977000e+001
5.115443e+002,9.977000e+001
5.134728e+002,9.977000e+001
5.154014e+002,9.977000e+001
5.173299e+002,9.977000e+001
5.192584e+002,9.977000e+001
5.211870e+002,9.977000e+001
5.231155e+002,9.977000e+001
5.250441e+002,9.977000e+001
5.269726e+002,9.977000e+001
5.289011e+002,9.977000e+001
5.308297e+002,9.977000e+001
5.327582e+002,9.977000e+001
5.346867e+002,9.977000e+001
5.366152e+002,9.977000e+001
5.385438e+002,9.977000e+001
5.404724e+002,9.977000e+001
5.424009e+002,9.977000e+001
5.443294e+002,9.977000e+001
5.462579e+002,9.977000e+001
5.481865e+002,9.977000e+001
5.501150e+002,9.977000e+001
5.520435e+002,9.977000e+001
5.539721e+002,9.977000e+001
5.559006e+002,9.977000e+001
5.578292e+002,9.977000e+001
5.597577e+002,9.977000e+001
5.616862e+002,9.977000e+001
5.636147e+002,9.977000e+001
5.655433e+002,9.977000e+001
5.674719e+002,9.977000e+001
5.694004e+002,9.977000e+001
5.713289e+002,9.977000e+001
5.732574e+002,9.977000e+001
5.751860e+002,9.977000e+001
5.771145e+002,9.977000e+001
5.790430e+002,9.977000e+001
5.809716e+002,9.977000e+001
5.829001e+002,9.977000e+001
5.848287e+002,9.977000e+001
5.867572e+002,9.977000e+001
5.886857e+002,9.977000e+001
5.906143e+002,9.977000e+001
5.925428e+002,9.977000e+001
5.944714e+002,9.977000e+001
5.963999e+002,9.977000e+001
5.983284e+002,9.977000e+001
6.002570e+002,9.769906e+001
6.021855e+002,9.413396e+001
6.041140e+002,9.538580e+001
6.060425e+002,9.594376e+001
6.079711e+002,9.590668e+001
6.098997e+002,9.527526e+001
6.118282e+002,9.664749e+001
6.137567e+002,9.630175e+001
6.156852e+002,9.635928e+001
6.176138e+002,9.557702e+001
6.195423e+002,9.513143e+001
6.214708e+002,9.386314e+001
6.233994e+002,9.141238e+001
6.253279e+002,9.212172e+001
6.272565e+002,8.977634e+001
6.291850e+002,8.736166e+001
6.311135e+002,8.456210e+001
6.330421e+002,8.190980e+001
6.349706e+002,8.015605e+001
6.368992e+002,7.532304e+001
6.388277e+002,7.094826e+001
6.407562e+002,6.782818e+001
6.426848e+002,6.422179e+001
6.446133e+002,5.945715e+001
6.465418e+002,5.687238e+001
6.484703e+002,5.286432e+001
6.503989e+002,5.013099e+001
6.523275e+002,4.733066e+001
6.542560e+002,4.493393e+001
6.561845e+002,4.161196e+001
6.581130e+002,3.867394e+001
6.600416e+002,3.487230e+001
6.619701e+002,3.123954e+001
6.638986e+002,2.778046e+001
6.658272e+002,2.453313e+001
6.677557e+002,2.080306e+001
6.696843e+002,1.870744e+001
6.716128e+002,1.849049e+001
6.735413e+002,2.204704e+001
6.754698e+002,2.354424e+001
6.773984e+002,2.321811e+001
6.793270e+002,3.019704e+001
6.812555e+002,3.384505e+001
6.831840e+002,2.735333e+001
6.851125e+002,3.828996e+001
6.870411e+002,3.976524e+001
6.889696e+002,4.168073e+001
6.908981e+002,4.377455e+001
6.928267e+002,4.640360e+001
6.947552e+002,4.929782e+001
6.966838e+002,5.293495e+001
6.986123e+002,5.666694e+001
7.005408e+002,6.051302e+001
7.024694e+002,6.487494e+001
7.043979e+002,6.959772e+001
7.063265e+002,7.363783e+001
7.082550e+002,7.813453e+001
7.101835e+002,8.213458e+001
7.121121e+002,8.597918e+001
7.140406e+002,8.882253e+001
7.159691e+002,9.137385e+001
7.178976e+002,9.299652e+001
7.198262e+002,9.349122e+001
7.217548e+002,9.599770e+001
7.236833e+002,9.683443e+001
7.256118e+002,9.733245e+001
7.275403e+002,9.797405e+001
7.294689e+002,9.840184e+001
7.313974e+002,9.842604e+001
7.333259e+002,9.873431e+001
7.352545e+002,9.896005e+001
7.371830e+002,9.871696e+001
7.391116e+002,9.869615e+001
7.410401e+002,9.899135e+001
7.429686e+002,9.894962e+001
7.448972e+002,9.892876e+001
7.468257e+002,9.877941e+001
7.487543e+002,9.891138e+001
7.506828e+002,9.909923e+001
7.526113e+002,9.898439e+001
7.545399e+002,9.887664e+001
7.564684e+002,9.879330e+001
7.583969e+002,9.875859e+001
7.603254e+002,9.872390e+001
7.622540e+002,9.882801e+001
7.641826e+002,9.866495e+001
7.661111e+002,9.876553e+001
7.680396e+002,9.889748e+001
7.699681e+002,9.873777e+001
7.718967e+002,9.898091e+001
7.738252e+002,9.875165e+001
7.757538e+002,9.878635e+001
7.776823e+002,9.887316e+001
7.796108e+002,9.872390e+001
7.815394e+002,9.874818e+001
7.834679e+002,9.878635e+001
7.853964e+002,9.897396e+001
7.873250e+002,9.907834e+001
7.892535e+002,9.889053e+001
7.911821e+002,9.884190e+001
7.931106e+002,9.888011e+001
7.950391e+002,9.916192e+001
7.969677e+002,9.911316e+001
7.988962e+002,9.892876e+001
8.008247e+002,9.920374e+001
8.027532e+002,9.908878e+001
8.046818e+002,9.922814e+001
8.066104e+002,9.894614e+001
8.085389e+002,9.897396e+001
8.104674e+002,9.908530e+001
8.123959e+002,9.891833e+001
8.143245e+002,9.924209e+001
8.162530e+002,9.932930e+001
8.181816e+002,9.899831e+001
8.201101e+002,9.910967e+001
8.220386e+002,9.945851e+001
8.239672e+002,9.931534e+001
8.258957e+002,9.922117e+001
8.278242e+002,9.870656e+001
8.297527e+002,9.897048e+001
8.316813e+002,9.900179e+001
8.336099e+002,9.871349e+001
8.355384e+002,9.852638e+001
8.374669e+002,9.866841e+001
8.393954e+002,9.864415e+001
8.413240e+002,9.856793e+001
8.432525e+002,9.842604e+001
8.451811e+002,9.787772e+001
8.471096e+002,9.805671e+001
